year,country,European Centre for Returns,Flexible Operational Activities,Human Resources,Other,Poseidon,Post-Return Assistance,Return Operations,Technical Equipment,Technical Equipment & Human Resources,Triton,Aeneas,Alexis,Attica,Black Sea 2022,Eurocup,FIELDS database,FIMO Deployment,Financial Support (Cat. 2) Task Force Deployment Management,Focal Points (Air),Focal Points (Land),Hammer,Hera,Hermes,Hubble,Indalo,International and European Cooperation Division,Jupiter,Maritime Operational Activities,Mixed crew proof of concept,Montenegro 2021,Multipurpose Operational Activities (Air),Multipurpose Operational Activities (Land),Multipurpose Operational Activities LAND,Nautilus,Neptune,Other joint operations,Return Support Unit,Rex 2014,Training Unit,Trainings standing corps
2011,Cyprus,0,0,0,2129,20972.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Cyprus,0,0,0,8315.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Cyprus,0,0,0,19517,211787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Cyprus,0,0,0,1640,35934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Cyprus,0,0,0,35997,68303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Cyprus,0,0,75284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Cyprus,0,0,70329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Cyprus,0,0,0,0,0,0,0,0,31558,0,0,0,0,0,0,0,0,78352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Cyprus,20534,0,107134.08,0,0,0,0,0,29523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Cyprus,139481,0,156634.79,0,0,0,0,0,30548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Cyprus,505971,0,183438.46,0,0,0,0,0,84726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Cyprus,311133.4,0,262521.89,0,0,0,0,0,110724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Czech Republic,0,0,0,68579.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Czech Republic,0,0,0,112507.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Czech Republic,0,0,0,117784.05,12652.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Czech Republic,0,0,0,79289.72,14985.099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Czech Republic,0,0,0,55355.63,11024.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Czech Republic,0,0,0,88322.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Czech Republic,0,56929.35,0,72708.33,32928.18,0,0,0,0,12914.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Czech Republic,0,57201,0,96657,94867,0,0,0,0,89410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Czech Republic,0,373912,0,106195,881843,0,0,0,0,305144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Czech Republic,0,540263,0,253398,579348,0,0,0,0,689029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Czech Republic,0,0,2233850,40016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Czech Republic,0,56110,2885602.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Czech Republic,0,0,0,73041,0,0,0,0,3392821,0,0,0,0,0,0,0,0,198113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Czech Republic,0,0,717384.5700000001,77050,0,0,0,0,1588326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Czech Republic,0,0,834599.33,25622.18,0,0,0,0,1792044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Czech Republic,0,0,1131939.41,41047,0,0,0,0,2016317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Czech Republic,0,0,1463311.9100000001,36877,0,0,0,0,1702763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Denmark,0,0,0,26537.45,33179.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Denmark,0,0,0,75474.03,101338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Denmark,0,0,0,219599.38,137279.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Denmark,0,0,0,266198.67,113058.54000000001,0,12488.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Denmark,0,0,0,125190.13,49503.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Denmark,0,0,0,86857.25,43890.36,0,41063.939999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Denmark,0,0,0,294284.46,22538.46,0,15301.08,0,0,8715.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Denmark,0,0,0,457053,185123,0,216689,0,0,1032087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Denmark,0,0,0,140198,1342671,0,1864983,12000,0,760649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Denmark,0,0,0,62531,1728529,0,1114543,0,0,1753920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Denmark,0,0,3651759,14712,0,0,0,1187908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Denmark,0,0,1988598,185480,0,0,0,2402482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Denmark,0,0,607119,428004,0,0,0,2823264.7,3016950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Denmark,0,0,1700774.01,1875,0,0,0,3093157.33,2320048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Denmark,0,0,2538992.04,184022,0,0,0,4813780,2270314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Denmark,0,0,2886649.76,102900,0,0,0,4373049,1218584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Denmark,0,0,2730376.1799999997,58176,0,0,0,4039009,828274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Egypt,0,0,0,0,0,108347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Egypt,0,0,0,0,0,132611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Egypt,0,0,0,0,0,339882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Estonia,0,0,0,58574.61,22512.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Estonia,0,0,0,265905.47,161284.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Estonia,0,0,0,327404.02,137679.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Estonia,0,0,0,186093.11000000002,552094.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Estonia,0,0,0,210165.12,584037.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Estonia,0,0,0,155260.75,267149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Estonia,0,49407.25,0,287593.8,262820.55,0,0,0,0,109330.33,206401.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Estonia,0,165415,0,156488,201535,0,0,0,0,45820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Estonia,0,234542,0,195679,929870,0,0,0,0,262425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Estonia,0,314755,0,250031,576229,0,0,0,0,25674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Estonia,0,0,1368450,51030,0,0,0,344841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Estonia,0,0,1261354,87519.58,0,0,0,393008.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Estonia,201797.88,0,87185,308033,0,0,0,138401,1317300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Estonia,158666.67,0,547295.4400000001,0,0,0,0,505222,928326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Estonia,194265.05,0,723158.62,0,0,0,0,763027,967345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Estonia,218281.29,0,963486.12,91146.58,0,0,0,1503953,1172640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Estonia,198944.73,0,967583.0700000001,24632,0,0,0,1041271,1074852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Finland,0,0,0,148535.51,541833.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Finland,0,0,0,248202.31,399894,0,6602.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Finland,0,0,0,157865.41999999998,842654.42,0,178833.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Finland,0,0,0,150606.32,646417.85,0,493589.68,0,0,0,403948.52,0,0,0,0,0,0,0,0,0,0,0,0,0,404490.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Finland,0,0,0,121291.66,148202.84,0,160200.22,0,0,0,11282.58,0,0,0,0,0,0,0,0,0,0,0,407579.60000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Finland,0,0,0,191583.27000000002,173923.15,0,182276.18,0,0,0,10997.46,0,0,0,0,0,0,0,0,0,0,0,345722.97,0,373739.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Finland,0,85178.42,0,259535.02,1163464.47,0,363027.21,0,0,405058.84,0,0,0,0,0,0,0,0,0,0,0,0,31347.79,0,427994.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Finland,0,99902,0,213872,302556,0,311908,0,0,554643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Finland,0,179522,0,180976,2978157,0,1606468,0,0,512317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Finland,0,118019,0,173790,3435416,0,1602092,0,0,550612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532943,0,0,0,0,0,0,0,0,0,0,0
2018,Finland,270816,0,517294,25736,0,0,451909.98,1816779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Finland,0,496574,480829,0,0,0,0,803508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Finland,661805.49,0,0,15067,0,0,0,475980,890531,0,0,0,0,0,0,0,0,390930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Finland,437064.62,0,1027712.83,0,0,0,0,379731,934716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Finland,542982.96,0,1424058.14,0,0,0,0,711965,1119898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Finland,608965.24,0,1941175.19,0,0,0,0,492696,2137798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Finland,356407.3,0,2067566.25,89431.06,0,0,0,602326,1561545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,France,0,0,0,408721.71,632553.33,0,67386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479747,0,0,0,0,0,0,0,0,961185.25,0,0,0,0,0,0
2009,France,0,0,0,381101.61,562001.7,0,518097.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737049.14,0,0,0,0,0,0,0,0,45631.8,0,0,0,0,0,0
2010,France,0,0,0,371192.6,524340.27,0,595692.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475084.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,France,0,0,0,868549.3400000001,157477.3,0,541730.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194620.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,France,0,0,0,214774.85,173433.46,0,268157.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83089.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,France,0,0,0,340191.42,24585.66,0,351854.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150329.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,France,0,13603.98,0,741448.68,36604.84,0,456311.13,0,0,118719.70999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263978.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,France,0,79641,0,377231,137654,0,318841,0,0,1722026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,France,0,58009,0,404260,3985339,0,1150531,0,0,3175671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,France,0,45718,0,562821,2666643,0,3497314,0,0,3101591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,France,669686,2426088,4980330,69171,0,0,0,2040951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,France,0,2971603.2,3034611,0,0,0,0,2790603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,France,2243880.12,0,20242,0,0,0,0,520264,2505735,0,0,0,0,0,0,0,0,1948032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,France,2661594,0,3155897.52,613405,0,0,0,1298179,1142221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,France,3781869,0,4967769.68,0,0,0,0,1845449,2293907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,France,1888203,0,6798477.86,0,0,0,0,1451199,3059300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,France,1422244.2,0,7568929.5200000005,0,0,0,0,1024890.6,2075761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Georgia,0,0,0,7913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Georgia,0,6386,0,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Georgia,0,11235,0,14720,0,0,5795,0,0,0,0,0,0,0,0,0,0,0,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Georgia,0,19107,0,49910,0,0,13420,0,0,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Georgia,30190.05,0,58800.64,0,0,0,21651.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Georgia,12460.15,17296.55,224341.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Georgia,15857.4,0,0,0,0,0,0,0,27828.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Georgia,41441.1,0,0,7869.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38601.32,0,0,0,0,0,0,0,0,0,0,0,21477.04,0,0,0,0,0,0,0,0,0
2022,Georgia,47255.590000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31783.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Georgia,75114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186551.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27521.47,0,0,0,0
2024,Georgia,85268.29999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Germany,0,0,0,2802864.82,67011.91,0,64829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Germany,0,0,0,3001562.52,75291,0,581255.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Germany,0,0,0,1217896.9,1122594.96,0,995333.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Germany,0,0,0,1406729.07,432829.26,0,945700.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Germany,0,0,0,838852.4199999999,980590.47,0,1106821.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Germany,0,0,0,786742.7,380650.14,0,982781.9400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Germany,0,39116.84,0,589259.7899999999,154912.84,0,780078.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Germany,0,358791,0,1438923,757106,0,2243302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Germany,0,430220,0,2998472,9346014,0,12408656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Germany,0,2660460,0,4235185,6139340,0,14366289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Germany,38075,17788575.06,7550000,218589,0,0,4851116,3709816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Germany,0,26906032.59,7900000,0,0,0,0,2092905.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Germany,16548707.99,0,311344.47,2533973.12,0,0,0,0,11500833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Germany,24774127,0,6798341.44,99570.85,0,0,0,4158915,8574507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Germany,21267382,34813,8404853.81,18433.71,0,0,0,2705783,8388748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Germany,27419065,0,11303985.84,0,0,0,0,2725531,9890778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Germany,27813924,0,12790938.61,0,0,0,0,2363484.73,11365187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Greece,0,0,0,35381.19,3668542.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Greece,0,0,0,73049.69,6172789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Greece,0,0,0,116151.72,3649042.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Greece,0,0,0,255411.85,4372008.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Greece,0,0,0,103411.21,4264512.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Greece,0,0,0,281383.55,2712672.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
